net,length_um
_12182_,19.28
_14797_,19.28
_12198_,19.26
u_auth_fsm.nonce_hist\[2\]\[39\],19.26
_08435_,19.24
u_aes128.round_key\[127\],19.24
u_auth_fsm.nonce_hist\[6\]\[38\],19.24
_17483_,19.22
u_aes128.gen_state_sbox\[2\].sb_state.in\[2\],19.2
u_cmd_parser.timeout_cnt\[6\],19.2
_08140_,19.18
_08387_,19.18
_11497_,19.18
_18341_,19.18
u_auth_fsm.nonce_hist\[7\]\[8\],19.18
net2348,19.18
_18464_,19.16
u_auth_fsm.cur_nonce\[121\],19.16
fifo_nonce\[0\]\[6\],19.12
_08976_,19.1
_09426_,19.1
_11994_,19.1
_10864_,19.09
_05799_,19.08
_10989_,19.08
_06347_,19.06
_11672_,19.06
_12762_,19.06
_14701_,19.06
_16686_,19.06
u_auth_fsm.tx_payload\[107\],19.06
u_cmd_parser.nonce_reg\[31\],19.06
net1791,19.04
_09248_,19.035
_13031_,19
_18977_,19
u_auth_fsm.nonce_hist\[2\]\[42\],19
_03835_,18.98
_10426_,18.98
_11409_,18.98
_19255_,18.98
u_auth_fsm.nonce_hist\[5\]\[103\],18.975
_09567_,18.94
_11611_,18.94
_14595_,18.94
_17260_,18.94
_18586_,18.94
_04913_,18.92
_19348_,18.92
fifo_nonce\[1\]\[68\],18.92
fifo_nonce\[4\]\[46\],18.92
_06997_,18.9
_17581_,18.9
u_auth_fsm.nonce_hist\[2\]\[101\],18.9
net1457,18.9
_05397_,18.86
_05934_,18.86
_13502_,18.86
u_auth_fsm.tx_payload\[19\],18.86
net612,18.86
net2476,18.86
_05567_,18.84
_12404_,18.84
_12800_,18.84
_18768_,18.84
_18849_,18.84
_19505_,18.84
fifo_nonce\[5\]\[71\],18.84
u_auth_fsm.nonce_hist\[5\]\[78\],18.825
_08280_,18.82
_09547_,18.82
_11604_,18.82
_18587_,18.82
fifo_nonce\[0\]\[82\],18.82
u_auth_fsm.nonce_hist\[3\]\[114\],18.8
u_uart_rx.rx_shift\[3\],18.8
_09681_,18.78
u_auth_fsm.payload_len\[1\],18.78
_03592_,18.76
_16705_,18.76
_18602_,18.76
u_auth_fsm.aes_key\[49\],18.76
net823,18.76
net2452,18.76
_10878_,18.74
_11845_,18.74
_13874_,18.74
_14650_,18.74
fifo_nonce\[2\]\[74\],18.74
u_uart_tx.clk_cnt\[2\],18.74
_09226_,18.72
_12774_,18.72
_18710_,18.72
net2224,18.72
_06948_,18.7
_03864_,18.68
_09032_,18.68
net660,18.68
_07380_,18.66
_17437_,18.655
_11060_,18.645
_13572_,18.64
_19649_,18.64
_17415_,18.63
_10775_,18.62
_14699_,18.62
_18324_,18.62
_19277_,18.62
_06549_,18.6
_12045_,18.6
_14847_,18.6
_08656_,18.58
_09655_,18.58
_11435_,18.58
_04911_,18.56
u_aes128.round_key\[123\],18.56
u_auth_fsm.nonce_hist\[6\]\[119\],18.56
net1651,18.56
u_auth_fsm.nonce_hist\[6\]\[32\],18.55
_08645_,18.52
_13807_,18.52
u_auth_fsm.nonce_hist\[2\]\[91\],18.52
u_auth_fsm.nonce_hist\[3\]\[107\],18.51
_05886_,18.5
_06360_,18.5
_12637_,18.5
u_auth_fsm.nonce_hist\[2\]\[61\],18.5
net678,18.5
_09467_,18.48
_18982_,18.48
u_auth_fsm.cur_nonce\[24\],18.48
net1723,18.48
_06780_,18.46
_18980_,18.46
fifo_nonce\[0\]\[35\],18.445
_06069_,18.44
u_auth_fsm.nonce_hist\[4\]\[2\],18.44
net2151,18.42
_04930_,18.4
_08415_,18.4
_09234_,18.4
_13711_,18.4
fifo_nonce\[7\]\[120\],18.4
net808,18.4
net2141,18.4
fifo_type\[6\],18.38
_05909_,18.36
_10964_,18.36
u_cmd_parser.nonce_reg\[12\],18.36
net427,18.36
net2131,18.36
_10701_,18.34
_10417_,18.32
_13451_,18.32
net2164,18.32
_19561_,18.3
_13573_,18.28
_14697_,18.28
fifo_nonce\[5\]\[122\],18.28
u_auth_fsm.nonce_hist\[6\]\[44\],18.28
u_auth_fsm.nonce_hist\[7\]\[4\],18.28
u_cmd_parser.cmd_reg\[1\],18.28
net2051,18.28
_06748_,18.26
_06833_,18.26
_09065_,18.26
fifo_nonce\[4\]\[9\],18.26
u_auth_fsm.nonce_hist\[6\]\[122\],18.26
net459,18.26
_10920_,18.24
_18899_,18.24
u_auth_fsm.nonce_hist\[2\]\[115\],18.235
_06402_,18.22
net1947,18.22
_17611_,18.21
_18853_,18.2
u_auth_fsm.nonce_hist\[5\]\[34\],18.2
_08742_,18.185
_10215_,18.18
_17821_,18.18
fifo_nonce\[5\]\[52\],18.18
_04922_,18.16
_06061_,18.16
_12921_,18.16
fifo_nonce\[7\]\[51\],18.16
net2044,18.16
_10513_,18.14
_13476_,18.14
_17506_,18.14
_19203_,18.14
_19469_,18.14
u_auth_fsm.aes_key\[23\],18.13
u_cmd_parser.crc_reg\[0\],18.13
fifo_nonce\[0\]\[13\],18.12
u_aes128.round_key\[84\],18.12
_09086_,18.1
_10885_,18.1
_14850_,18.1
_17572_,18.09
_07442_,18.08
_08749_,18.08
_10802_,18.06
net438,18.06
_06986_,18.04
_14590_,18.04
net1987,18.04
_12095_,18.02
_18769_,18.02
u_auth_fsm.hist_valid\[4\],18.02
u_auth_fsm.nonce_hist\[2\]\[53\],18.02
_11151_,18
_11692_,18
_03636_,17.98
_05894_,17.98
u_auth_fsm.aes_plaintext\[114\],17.98
u_cmd_parser.nonce_reg\[63\],17.98
_07059_,17.96
u_auth_fsm.tx_payload\[41\],17.96
_06257_,17.94
_09617_,17.94
_10830_,17.94
_17432_,17.94
_17478_,17.94
_18405_,17.94
_18437_,17.94
fifo_nonce\[3\]\[112\],17.94
_10319_,17.92
_11500_,17.92
_13123_,17.92
net779,17.92
_18052_,17.9
net2152,17.9
_01923_,17.88
net1735,17.88
_13120_,17.87
_11915_,17.865
_12845_,17.86
_16709_,17.86
fifo_nonce\[2\]\[52\],17.86
u_auth_fsm.aes_plaintext\[60\],17.86
u_cmd_parser.nonce_reg\[29\],17.86
_14071_,17.85
_07902_,17.82
_17458_,17.82
_18196_,17.82
u_auth_fsm.nonce_hist\[3\]\[123\],17.82
u_auth_fsm.nonce_hist\[5\]\[46\],17.82
u_auth_fsm.nonce_hist\[7\]\[78\],17.82
_05757_,17.805
_07988_,17.8
_10867_,17.8
_11009_,17.8
_11686_,17.8
_14136_,17.8
_12364_,17.785
_13742_,17.785
_03635_,17.78
_04895_,17.78
_08470_,17.78
net844,17.78
_18952_,17.765
_06847_,17.76
_17908_,17.76
u_auth_fsm.cooldown_cnt\[31\],17.76
u_uart_rx.rx_shift\[1\],17.76
u_auth_fsm.nonce_hist\[6\]\[0\],17.75
_11971_,17.74
fifo_nonce\[0\]\[3\],17.74
_14743_,17.725
_14081_,17.72
_14603_,17.72
_17048_,17.72
_18082_,17.72
_09641_,17.71
_09527_,17.7
_18422_,17.7
_19410_,17.7
u_auth_fsm.cur_nonce\[74\],17.7
_17273_,17.69
_18066_,17.69
_06446_,17.68
_16848_,17.68
u_auth_fsm.aes_key\[72\],17.68
net475,17.68
net988,17.68
_12690_,17.675
_11613_,17.66
_14111_,17.66
u_auth_fsm.nonce_hist\[4\]\[57\],17.66
u_auth_fsm.tx_payload\[110\],17.65
_03213_,17.6
_08065_,17.6
_08315_,17.6
_13884_,17.6
_14332_,17.6
net2069,17.6
_17995_,17.595
_06106_,17.58
_09008_,17.58
_11441_,17.58
_13051_,17.58
_19492_,17.58
fifo_nonce\[6\]\[73\],17.58
_06223_,17.56
_11659_,17.56
u_auth_fsm.nonce_hist\[5\]\[122\],17.56
net707,17.56
net2056,17.56
_09517_,17.54
_10899_,17.54
fifo_nonce\[0\]\[5\],17.54
_07970_,17.52
_12480_,17.52
fifo_nonce\[1\]\[18\],17.52
u_uart_rx.clk_cnt\[8\],17.52
_18968_,17.5
fifo_nonce\[3\]\[13\],17.5
fifo_nonce\[5\]\[111\],17.5
u_auth_fsm.aes_plaintext\[63\],17.5
net2107,17.5
_06087_,17.48
_16957_,17.48
fifo_nonce\[2\]\[20\],17.48
fifo_nonce\[5\]\[54\],17.48
_11820_,17.46
u_auth_fsm.nonce_hist\[2\]\[84\],17.46
net643,17.46
_17245_,17.45
u_auth_fsm.aes_key\[19\],17.45
_16463_,17.44
_04912_,17.42
_13598_,17.42
_14238_,17.41
_08931_,17.4
_11612_,17.4
_13881_,17.4
_19050_,17.4
fifo_nonce\[0\]\[120\],17.4
fifo_nonce\[3\]\[84\],17.4
net2250,17.4
_08572_,17.385
_09385_,17.38
fifo_nonce\[5\]\[51\],17.38
_11974_,17.375
_09657_,17.37
_11392_,17.36
_17364_,17.36
_17391_,17.36
u_auth_fsm.cur_nonce\[27\],17.36
u_auth_fsm.nonce_hist\[2\]\[23\],17.36
u_auth_fsm.nonce_hist\[3\]\[80\],17.36
u_auth_fsm.nonce_hist\[2\]\[24\],17.355
_14680_,17.33
_10206_,17.32
u_auth_fsm.tx_payload\[83\],17.32
net1963,17.32
_13070_,17.31
_10118_,17.305
u_auth_fsm.nonce_hist\[6\]\[24\],17.295
_07515_,17.28
_11068_,17.28
_11635_,17.28
_17584_,17.28
_10611_,17.27
_07405_,17.24
u_auth_fsm.cur_nonce\[37\],17.24
u_auth_fsm.nonce_hist\[7\]\[40\],17.24
_06910_,17.22
_11764_,17.22
_14713_,17.22
_17380_,17.22
_19578_,17.22
u_aes128.round_key\[38\],17.22
_17766_,17.205
_08420_,17.2
_13117_,17.2
u_auth_fsm.nonce_hist\[5\]\[26\],17.2
_12876_,17.18
_17847_,17.18
_05930_,17.14
_06465_,17.14
_13750_,17.14
fifo_nonce\[7\]\[71\],17.14
u_auth_fsm.cur_nonce\[30\],17.14
_09308_,17.12
_10156_,17.12
_08806_,17.1
_08906_,17.1
_14280_,17.1
_17127_,17.1
_18670_,17.1
u_auth_fsm.nonce_hist\[4\]\[55\],17.1
u_auth_fsm.nonce_hist\[6\]\[59\],17.1
u_auth_fsm.tx_payload\[127\],17.1
_18386_,17.09
_07580_,17.08
_10716_,17.08
_13210_,17.08
_13249_,17.08
net2182,17.08
u_auth_fsm.cooldown_cnt\[17\],17.06
u_auth_fsm.nonce_hist\[5\]\[13\],17.06
u_auth_fsm.tx_payload\[46\],17.06
net652,17.06
_12578_,17.055
net531,17.045
_05185_,17.04
u_auth_fsm.nonce_hist\[1\]\[41\],17.04
_05606_,17.035
_06700_,17.02
_09025_,17.02
_10869_,17.02
_12811_,17.02
_14636_,17.02
_19031_,17.02
_19107_,17.02
_19131_,17.02
_06355_,17
_07000_,17
_18647_,17
_05476_,16.98
_10338_,16.98
fifo_nonce\[2\]\[18\],16.98
u_auth_fsm.tx_payload\[89\],16.98
net1995,16.98
net2172,16.98
_11155_,16.96
_11299_,16.96
u_auth_fsm.nonce_hist\[1\]\[27\],16.96
u_auth_fsm.nonce_hist\[3\]\[120\],16.96
_04972_,16.94
_10550_,16.94
_12763_,16.94
_13539_,16.94
_13985_,16.94
u_auth_fsm.aes_key\[37\],16.94
u_auth_fsm.aes_key\[3\],16.94
u_auth_fsm.cur_nonce\[106\],16.94
net1890,16.94
_11579_,16.93
_03597_,16.92
_14516_,16.92
net807,16.92
_13673_,16.91
_05836_,16.9
_07449_,16.9
_11236_,16.9
_11508_,16.9
_19372_,16.9
clknet_leaf_322_clk,16.9
_01607_,16.88
_08911_,16.88
_09131_,16.88
_13162_,16.88
fifo_nonce\[5\]\[59\],16.88
_07446_,16.86
_12974_,16.86
_14257_,16.86
_19136_,16.86
fifo_nonce\[3\]\[77\],16.86
u_auth_fsm.nonce_hist\[2\]\[59\],16.86
u_auth_fsm.tx_payload\[20\],16.86
_06716_,16.855
_17294_,16.84
_17921_,16.84
_18006_,16.84
_19118_,16.84
_19137_,16.84
u_aes128.ciphertext\[50\],16.84
_07379_,16.82
_07667_,16.82
_19104_,16.82
fifo_nonce\[2\]\[126\],16.82
fifo_nonce\[6\]\[48\],16.82
u_auth_fsm.cur_nonce\[64\],16.82
_08242_,16.8
_08496_,16.8
_10460_,16.8
_11285_,16.8
_15688_,16.8
_18633_,16.8
u_auth_fsm.nonce_hist\[5\]\[17\],16.8
u_auth_fsm.tx_payload\[62\],16.8
_10962_,16.78
_12837_,16.78
_14772_,16.78
_17967_,16.78
_09820_,16.76
_17137_,16.76
_09115_,16.74
_19370_,16.72
net2188,16.72
_06134_,16.7
_18118_,16.7
_19007_,16.7
u_auth_fsm.tx_payload\[106\],16.695
_03625_,16.685
_07575_,16.68
_09879_,16.68
_12833_,16.68
_13671_,16.68
u_auth_fsm.nonce_hist\[6\]\[69\],16.665
_11506_,16.66
_17267_,16.66
u_auth_fsm.secret_key\[42\],16.66
u_auth_fsm.tx_payload\[51\],16.66
_11567_,16.64
_18081_,16.64
_18721_,16.64
u_auth_fsm.nonce_hist\[5\]\[5\],16.64
fifo_nonce\[0\]\[85\],16.635
_18045_,16.62
fifo_nonce\[6\]\[122\],16.62
u_auth_fsm.nonce_hist\[3\]\[101\],16.62
u_cmd_parser.timeout_cnt\[1\],16.62
net1384,16.62
_05802_,16.6
_10442_,16.6
_11721_,16.6
_12539_,16.6
u_auth_fsm.nonce_hist\[6\]\[63\],16.6
u_auth_fsm.tx_payload\[48\],16.6
_11039_,16.58
fifo_nonce\[2\]\[116\],16.58
u_auth_fsm.nonce_hist\[7\]\[16\],16.58
_06795_,16.56
_18189_,16.56
fifo_nonce\[3\]\[18\],16.56
_19615_,16.54
_14121_,16.53
_13277_,16.52
fifo_nonce\[3\]\[73\],16.52
fifo_nonce\[6\]\[43\],16.51
_06745_,16.48
_07002_,16.48
_09487_,16.48
_13816_,16.48
_18635_,16.48
_19210_,16.48
fifo_nonce\[3\]\[20\],16.48
_07788_,16.465
_11287_,16.46
_10709_,16.44
_13289_,16.44
_13632_,16.44
fifo_nonce\[0\]\[4\],16.44
_09584_,16.42
_13570_,16.42
_18500_,16.42
_18872_,16.42
_10057_,16.4
_13834_,16.4
_17677_,16.4
net508,16.4
net1101,16.4
_05724_,16.38
fifo_nonce\[7\]\[63\],16.38
u_auth_fsm.aes_plaintext\[46\],16.38
_04962_,16.36
_09957_,16.36
_17470_,16.36
fifo_nonce\[3\]\[10\],16.36
fifo_nonce\[6\]\[69\],16.36
u_aes128.gen_key_sbox\[3\].sb_key.in\[5\],16.36
u_auth_fsm.aes_key\[108\],16.36
u_auth_fsm.nonce_hist\[6\]\[76\],16.36
_09441_,16.345
_13034_,16.345
_12226_,16.34
_18844_,16.34
_01414_,16.32
_05564_,16.32
_06541_,16.32
fifo_nonce\[5\]\[62\],16.32
net2241,16.32
clknet_leaf_417_clk,16.31
_04904_,16.3
_08560_,16.3
_10954_,16.3
_17438_,16.3
_18314_,16.3
_19429_,16.3
_19608_,16.3
fifo_nonce\[7\]\[119\],16.3
u_auth_fsm.nonce_hist\[6\]\[39\],16.3
_17634_,16.295
_16439_,16.28
fifo_nonce\[4\]\[112\],16.28
net1510,16.28
_03575_,16.26
_03578_,16.26
_12819_,16.26
_15202_,16.26
u_auth_fsm.nonce_hist\[6\]\[56\],16.26
u_auth_fsm.nonce_hist\[7\]\[25\],16.26
u_cmd_parser.nonce_reg\[8\],16.26
_09706_,16.24
_12359_,16.24
_12754_,16.24
fifo_nonce\[2\]\[42\],16.24
fifo_nonce\[3\]\[124\],16.24
u_auth_fsm.cooldown_cnt\[1\],16.24
net717,16.24
_07035_,16.22
_08773_,16.22
_09083_,16.22
_09873_,16.22
_09936_,16.22
_10201_,16.22
_11398_,16.22
_18989_,16.22
_19645_,16.22
u_auth_fsm.cur_nonce\[66\],16.22
net2184,16.22
_05456_,16.2
_07823_,16.2
_12902_,16.2
fifo_nonce\[5\]\[33\],16.2
_07601_,16.18
_08058_,16.18
_08077_,16.18
_14144_,16.18
fifo_nonce\[1\]\[11\],16.18
u_auth_fsm.nonce_hist\[3\]\[40\],16.17
_06092_,16.165
_07484_,16.16
_08532_,16.16
_13715_,16.16
u_cmd_parser.crc_reg\[10\],16.16
_18126_,16.15
_06552_,16.14
_10774_,16.14
_10874_,16.14
_18426_,16.14
fifo_nonce\[7\]\[25\],16.14
net1132,16.14
_04850_,16.12
_10994_,16.12
_11494_,16.12
u_auth_fsm.aes_key\[55\],16.12
_12883_,16.1
_18226_,16.1
fifo_nonce\[5\]\[7\],16.1
_11042_,16.085
_10121_,16.08
fifo_nonce\[1\]\[84\],16.06
u_auth_fsm.nonce_hist\[3\]\[64\],16.06
_06372_,16.04
_16771_,16.04
net876,16.04
_07056_,16.02
_13915_,16.02
_14639_,16.02
_18813_,16.02
u_auth_fsm.cur_nonce\[39\],16.02
u_auth_fsm.nonce_hist\[6\]\[66\],16.02
u_auth_fsm.tx_payload\[122\],16.02
net593,16.02
_18658_,16.005
_01179_,15.98
_05663_,15.98
_10949_,15.98
_12414_,15.98
_14481_,15.98
fifo_count\[2\],15.98
u_auth_fsm.nonce_hist\[3\]\[17\],15.98
u_auth_fsm.nonce_hist\[7\]\[121\],15.98
clknet_leaf_11_clk,15.98
net814,15.98
net861,15.98
_05140_,15.96
_10359_,15.96
_14598_,15.96
_18228_,15.96
_19201_,15.96
net2412,15.96
_12907_,15.94
_19670_,15.94
u_auth_fsm.nonce_hist\[4\]\[64\],15.94
u_auth_fsm.nonce_hist\[7\]\[56\],15.94
net1569,15.94
_07261_,15.92
u_auth_fsm.tx_payload\[27\],15.92
u_cmd_parser.nonce_reg\[40\],15.92
net1,15.92
net1879,15.92
_17928_,15.91
_08500_,15.88
u_auth_fsm.tx_payload\[56\],15.88
net2008,15.88
_10452_,15.865
_07494_,15.86
fifo_nonce\[7\]\[15\],15.86
u_aes128.ciphertext\[123\],15.86
u_auth_fsm.aes_plaintext\[66\],15.86
u_auth_fsm.nonce_hist\[2\]\[31\],15.86
u_auth_fsm.nonce_hist\[7\]\[122\],15.86
_08819_,15.85
_18820_,15.85
_06994_,15.84
_08780_,15.84
_13954_,15.84
_17723_,15.84
_18515_,15.84
net1755,15.84
_14069_,15.82
fifo_nonce\[2\]\[85\],15.82
net1356,15.82
_09175_,15.8
_14151_,15.8
net1827,15.8
_09267_,15.78
_15889_,15.78
fifo_nonce\[0\]\[29\],15.78
fifo_nonce\[1\]\[20\],15.78
net627,15.78
_06928_,15.765
_13065_,15.765
_05577_,15.76
_06677_,15.76
_12121_,15.76
_13203_,15.76
_16441_,15.76
fifo_nonce\[2\]\[46\],15.76
u_auth_fsm.aes_plaintext\[59\],15.76
net820,15.76
net2053,15.76
_03563_,15.74
_13157_,15.74
_17485_,15.74
u_cmd_parser.cmd_reg\[3\],15.74
_07422_,15.72
_08886_,15.72
_18142_,15.72
u_auth_fsm.nonce_hist\[1\]\[126\],15.72
_17844_,15.71
_03201_,15.68
_09141_,15.68
_10366_,15.68
_10993_,15.68
_11169_,15.68
_17643_,15.68
_18450_,15.68
net675,15.68
_05963_,15.66
_12073_,15.66
net2034,15.66
_09087_,15.655
_01724_,15.64
_03544_,15.64
_06023_,15.64
_06409_,15.64
_10198_,15.64
_18086_,15.64
_19428_,15.64
fifo_nonce\[0\]\[53\],15.64
fifo_nonce\[5\]\[40\],15.64
fifo_nonce\[6\]\[118\],15.64
u_cmd_parser.nonce_reg\[79\],15.64
net953,15.64
_17653_,15.635
_05640_,15.62
_06531_,15.62
_08821_,15.62
_17123_,15.62
u_aes128.round_key\[69\],15.62
u_auth_fsm.nonce_hist\[1\]\[75\],15.62
net1936,15.62
net2043,15.62
_06499_,15.6
_11306_,15.6
_13101_,15.6
_14172_,15.6
_19377_,15.6
fifo_nonce\[6\]\[68\],15.6
u_aes128.round_key\[108\],15.6
net2039,15.6
u_aes128.round_key\[40\],15.59
u_auth_fsm.nonce_hist\[5\]\[62\],15.57
fifo_nonce\[1\]\[45\],15.56
fifo_nonce\[1\]\[46\],15.56
fifo_nonce\[3\]\[80\],15.56
u_auth_fsm.aes_plaintext\[12\],15.56
u_cmd_parser.timeout_cnt\[9\],15.56
net492,15.56
net2366,15.56
_18679_,15.54
fifo_nonce\[2\]\[43\],15.54
_03556_,15.52
u_auth_fsm.aes_key\[51\],15.515
_01430_,15.5
_11969_,15.5
_12243_,15.5
_18599_,15.5
fifo_nonce\[1\]\[80\],15.5
net1593,15.5
net1845,15.5
_07640_,15.48
_09029_,15.48
_14418_,15.48
_16445_,15.48
fifo_nonce\[3\]\[35\],15.48
u_auth_fsm.cur_nonce\[42\],15.48
net1225,15.48
net1377,15.48
_01432_,15.46
_08815_,15.46
_10872_,15.46
_17613_,15.46
u_auth_fsm.cooldown_cnt\[7\],15.46
_16348_,15.44
_17310_,15.44
_19431_,15.44
_13503_,15.43
_01417_,15.42
_06619_,15.42
_07606_,15.42
_07927_,15.42
_19323_,15.42
u_auth_fsm.state\[0\],15.42
net1014,15.42
_13555_,15.4
_14076_,15.4
_14387_,15.4
locked_out_o,15.4
_06574_,15.38
u_auth_fsm.nonce_hist\[2\]\[86\],15.38
u_auth_fsm.nonce_hist\[4\]\[5\],15.38
_05471_,15.365
_12713_,15.36
_18329_,15.36
u_auth_fsm.aes_plaintext\[94\],15.36
_05823_,15.34
_13793_,15.34
_19699_,15.34
fifo_nonce\[5\]\[109\],15.34
u_auth_fsm.nonce_hist\[2\]\[127\],15.34
clknet_leaf_366_clk,15.34
net2098,15.34
_06477_,15.32
_18826_,15.32
_19306_,15.32
fifo_nonce\[3\]\[49\],15.32
u_auth_fsm.nonce_hist\[4\]\[13\],15.32
u_cmd_parser.nonce_reg\[102\],15.32
_17539_,15.315
_05860_,15.31
_18441_,15.305
_03545_,15.3
_11919_,15.3
_12710_,15.3
_03243_,15.28
_08731_,15.28
_10418_,15.28
_16452_,15.28
_19267_,15.28
_19651_,15.28
u_auth_fsm.secret_key\[43\],15.28
u_auth_fsm.nonce_hist\[4\]\[66\],15.275
u_auth_fsm.nonce_hist\[3\]\[15\],15.265
_07481_,15.26
_08012_,15.26
_08084_,15.26
_15795_,15.26
u_cmd_parser.nonce_reg\[39\],15.26
_17430_,15.245
_05522_,15.24
_11576_,15.24
fifo_nonce\[2\]\[111\],15.24
u_auth_fsm.aes_plaintext\[125\],15.24
u_auth_fsm.nonce_hist\[3\]\[73\],15.24
_08401_,15.22
_09162_,15.22
_11144_,15.22
_12309_,15.22
fifo_nonce\[5\]\[97\],15.22
u_auth_fsm.nonce_hist\[6\]\[97\],15.22
_14836_,15.205
_09260_,15.2
_17040_,15.2
_19328_,15.2
u_auth_fsm.nonce_hist\[6\]\[101\],15.195
_06953_,15.18
_07756_,15.18
_17429_,15.18
_17638_,15.18
_17876_,15.18
_03589_,15.17
_13209_,15.16
u_auth_fsm.nonce_hist\[6\]\[113\],15.16
u_uart_tx.clk_cnt\[11\],15.16
net2142,15.16
_04959_,15.14
_08403_,15.14
_11548_,15.14
_18234_,15.14
fifo_nonce\[2\]\[15\],15.14
fifo_nonce\[5\]\[107\],15.14
u_auth_fsm.nonce_hist\[6\]\[64\],15.14
_17874_,15.12
_12873_,15.11
_18995_,15.1
_19036_,15.1
fifo_nonce\[3\]\[24\],15.1
fifo_nonce\[3\]\[99\],15.1
u_auth_fsm.hdr_idx\[2\],15.1
u_auth_fsm.fail_cnt\[0\],15.08
_04853_,15.06
_12482_,15.06
_18702_,15.06
net729,15.06
_08887_,15.04
_12593_,15.04
_13414_,15.04
u_uart_rx.clk_cnt\[10\],15.04
_10084_,15.025
_06944_,15.02
_07083_,15.02
_07680_,15.02
_11536_,15.02
_12653_,15.02
_19595_,15.02
u_auth_fsm.nonce_hist\[5\]\[126\],15.02
_01395_,15
_03242_,15
_04985_,15
_05052_,15
_07477_,15
_08465_,15
_09705_,15
_14671_,15
_19450_,15
_17010_,14.985
_06152_,14.98
_09037_,14.98
_17935_,14.98
fifo_nonce\[2\]\[2\],14.98
u_auth_fsm.nonce_hist\[7\]\[82\],14.98
_04949_,14.96
_09949_,14.96
fifo_nonce\[3\]\[23\],14.96
u_auth_fsm.nonce_hist\[7\]\[107\],14.96
net1114,14.96
net2083,14.96
net2115,14.96
net2145,14.96
_03585_,14.94
_05635_,14.94
_09257_,14.94
_09951_,14.94
_14824_,14.94
u_auth_fsm.aes_key\[48\],14.94
net2166,14.94
_11891_,14.92
_13185_,14.92
_13396_,14.92
_17284_,14.92
_19126_,14.92
u_auth_fsm.nonce_hist\[2\]\[25\],14.92
fifo_nonce\[0\]\[28\],14.905
_19614_,14.9
fifo_nonce\[1\]\[62\],14.9
fifo_nonce\[5\]\[26\],14.9
_11958_,14.89
_05147_,14.88
_08351_,14.88
_09699_,14.88
_10914_,14.88
_11182_,14.88
fifo_nonce\[2\]\[105\],14.88
u_auth_fsm.aes_plaintext\[116\],14.88
u_auth_fsm.cooldown_cnt\[26\],14.88
u_auth_fsm.cur_nonce\[19\],14.88
u_auth_fsm.nonce_hist\[4\]\[87\],14.88
net1900,14.88
_05812_,14.86
_18107_,14.86
fifo_nonce\[0\]\[58\],14.86
fifo_nonce\[3\]\[7\],14.86
fifo_nonce\[4\]\[90\],14.86
fifo_nonce\[4\]\[92\],14.86
_11499_,14.85
_18285_,14.85
u_auth_fsm.nonce_hist\[1\]\[13\],14.84
net495,14.84
_06190_,14.82
_07985_,14.82
_08103_,14.82
_10860_,14.82
_11114_,14.82
fifo_nonce\[4\]\[44\],14.82
u_aes128.gen_state_sbox\[5\].sb_state.in\[5\],14.82
u_auth_fsm.nonce_hist\[4\]\[4\],14.82
net619,14.82
_03831_,14.8
_13459_,14.8
_19597_,14.8
net1940,14.8
_19573_,14.795
_01317_,14.785
_01381_,14.785
_11682_,14.78
_13897_,14.78
_19527_,14.78
fifo_nonce\[5\]\[39\],14.78
u_auth_fsm.nonce_hist\[1\]\[112\],14.78
_00921_,14.76
_06030_,14.76
_06894_,14.76
_10381_,14.76
_11095_,14.76
_12012_,14.76
_13341_,14.76
_19223_,14.76
net1524,14.76
net2102,14.76
fifo_type\[0\],14.74
u_auth_fsm.nonce_hist\[5\]\[72\],14.72
net426,14.72
net943,14.7
u_auth_fsm.nonce_hist\[7\]\[53\],14.685
_05679_,14.68
_12589_,14.68
_18737_,14.68
_19655_,14.68
u_cmd_parser.nonce_reg\[91\],14.68
_00463_,14.66
_09376_,14.66
u_auth_fsm.nonce_hist\[6\]\[14\],14.66
_12178_,14.645
_04050_,14.64
_13844_,14.64
_17385_,14.64
fifo_nonce\[5\]\[115\],14.64
net2071,14.64
_06414_,14.62
_07508_,14.62
fifo_nonce\[3\]\[38\],14.62
u_auth_fsm.cur_nonce\[89\],14.62
net2189,14.62
_13567_,14.605
_10159_,14.6
u_cmd_parser.nonce_reg\[76\],14.6
net1549,14.6
u_auth_fsm.nonce_hist\[7\]\[24\],14.595
_08116_,14.58
_12106_,14.58
_13576_,14.58
_17812_,14.58
_18687_,14.58
u_auth_fsm.aes_plaintext\[98\],14.58
_18021_,14.575
_08614_,14.56
fifo_nonce\[1\]\[40\],14.56
fifo_nonce\[2\]\[86\],14.56
fifo_nonce\[5\]\[119\],14.56
_18860_,14.55
net552,14.54
_07739_,14.52
_09279_,14.52
_16897_,14.52
_18305_,14.52
fifo_nonce\[5\]\[6\],14.52
_17729_,14.515
_16934_,14.5
fifo_nonce\[4\]\[94\],14.5
u_auth_fsm.hist_wr_ptr\[0\],14.5
u_auth_fsm.nonce_hist\[3\]\[69\],14.495
u_auth_fsm.nonce_hist\[2\]\[0\],14.485
_05706_,14.48
_09120_,14.48
_14209_,14.48
fifo_nonce\[6\]\[4\],14.48
u_aes128.ciphertext\[121\],14.48
u_auth_fsm.nonce_hist\[3\]\[32\],14.48
u_cmd_parser.crc_hi_reg\[6\],14.48
net2105,14.48
_06481_,14.46
_07633_,14.46
_08007_,14.46
_08085_,14.46
_10003_,14.46
